Date,Machine_ID,Shift,Plant_Location,Planned_Production_Time,Downtime,Ideal_Cycle_Time,Downtime_Reason,Operating_Time,Total_Production,Defective_Production,Good_Production
2024-06-21,M3,C,Mumbai,477,36.0,1.4815771767227366,Setup,441.0,253,5.0,248
2024-03-09,M2,B,Chennai,469,34.0,0.9550657961906852,Power Failure,435.0,376,42.0,334
2024-03-27,M4,B,Pune,479,43.0,0.9296280245729522,Power Failure,436.0,398,11.0,387
2024-04-10,M2,C,Mumbai,438,71.3,0.9075181320270636,Breakdown,366.7,335,33.0,302
2024-01-08,M3,C,Chennai,471,67.85,1.4892800570906215,Breakdown,403.15,234,8.0,226
2024-11-28,M4,C,Chennai,426,26.0,0.8127657379181317,Maintenance,400.0,374,10.0,364
2024-07-18,M3,A,Chennai,459,63.0,1.2504439925347226,Power Failure,396.0,269,9.0,260
2024-03-27,M3,A,Mumbai,464,41.0,1.3480490481910175,Power Failure,423.0,297,8.0,289
2024-02-12,M1,A,Chennai,478,98.0,0.8454951293292583,Setup,380.0,377,10.0,367
2024-04-18,M4,B,Pune,469,51.0,0.913610050880606,Maintenance,418.0,392,8.0,384
2024-05-31,M2,C,Mumbai,443,35.0,0.8978545039952168,Setup,408.0,376,35.0,341
2024-01-17,M3,B,Mumbai,430,62.0,1.3984743737555345,Maintenance,368.0,214,8.0,206
2024-05-12,M2,B,Chennai,460,31.0,0.8681478711422026,Power Failure,429.0,422,35.0,387
2024-05-27,M1,B,Pune,474,80.0,0.865733026221089,Setup,394.0,394,14.0,380
2024-10-03,M1,C,Mumbai,420,105.0,0.8957190757191917,Maintenance,315.0,268,7.0,261
2024-08-19,M4,A,Chennai,473,45.0,0.9753678812150371,Setup,428.0,383,6.0,377
2024-11-09,M1,C,Pune,451,95.0,0.9862555212276551,Maintenance,356.0,282,6.0,276
2024-12-31,M1,C,Chennai,459,127.64999999999999,0.9385127983028665,Breakdown,331.35,279,6.0,273
2024-08-15,M2,B,Chennai,472,53.0,0.8460735326849632,Setup,419.0,415,40.0,375
2024-05-18,M1,B,Mumbai,463,139.14999999999998,0.8459914768613971,Breakdown,323.85,350,8.0,342
2024-07-29,M1,B,Mumbai,421,134.0,0.8774716979415922,Maintenance,287.0,298,9.0,289
2024-01-28,M3,A,Chennai,434,59.0,1.5475037546911072,Setup,375.0,212,8.0,204
2024-02-20,M1,A,Mumbai,440,139.0,0.8251933552609373,Maintenance,301.0,322,11.0,311
2024-09-17,M3,A,Mumbai,443,38.0,1.225808964439058,Maintenance,405.0,284,9.0,275
2024-09-17,M1,C,Pune,469,98.89999999999999,0.9908040904671551,Breakdown,370.1,311,9.0,302
2024-12-15,M1,B,Pune,436,116.0,0.8605804090418105,Setup,320.0,306,10.0,296
2024-12-17,M4,C,Chennai,466,42.0,0.9759713537685308,Power Failure,424.0,345,9.0,336
2024-01-08,M4,A,Chennai,471,35.0,0.8393734302021615,Maintenance,436.0,485,11.0,474
2024-11-15,M3,B,Chennai,471,75.89999999999999,1.3011658377991062,Breakdown,395.1,261,11.0,250
2024-05-17,M1,A,Chennai,428,111.0,0.873461897121736,Power Failure,317.0,301,8.0,293
2024-02-07,M2,B,Pune,454,58.65,0.953781887909495,Breakdown,395.35,340,47.0,293
2024-04-20,M4,B,Mumbai,439,65.55,0.8826054223263057,Breakdown,373.45,364,5.0,359
2024-08-07,M2,C,Pune,438,87.39999999999999,0.8833813930446953,Breakdown,350.6,321,33.0,288
2024-12-02,M4,C,Chennai,437,33.0,0.9431554703332166,Maintenance,404.0,353,8.0,345
2024-08-10,M4,A,Chennai,439,40.0,0.9271478715060375,Power Failure,399.0,364,10.0,354
2024-05-15,M1,C,Pune,449,96.0,0.9593257424134608,Maintenance,353.0,290,7.0,283
2024-09-12,M4,C,Pune,459,37.0,0.9081047717877698,Maintenance,422.0,374,9.0,365
2024-12-25,M2,C,Chennai,420,38.0,0.9570535122017774,Setup,382.0,345,29.0,316
2024-11-24,M4,B,Mumbai,443,50.0,0.9274856952750539,Power Failure,393.0,326,7.0,319
2024-02-18,M3,C,Chennai,443,46.0,1.5756636930220478,Setup,397.0,186,3.0,183
2024-10-18,M1,A,Pune,466,96.6,0.9999036262830906,Breakdown,369.4,339,10.0,329
2024-11-19,M1,B,Chennai,438,84.0,0.8096023731218386,Power Failure,354.0,363,12.0,351
2024-03-18,M3,B,Chennai,449,52.0,1.2428450061260494,Power Failure,397.0,251,10.0,241
2024-04-14,M3,C,Mumbai,445,73.0,1.434954476303523,Maintenance,372.0,203,5.0,198
2024-06-17,M3,B,Chennai,461,82.8,1.4152530691051557,Breakdown,378.2,242,10.0,232
2024-08-04,M4,A,Chennai,463,28.0,0.9301594283440159,Maintenance,435.0,433,11.0,422
2024-04-28,M1,A,Chennai,479,131.0,0.9324974792070917,Setup,348.0,331,8.0,323
2024-07-08,M3,B,Pune,457,66.69999999999999,1.418104850898743,Breakdown,390.3,245,9.0,236
2024-09-11,M4,C,Pune,448,32.0,0.9144189213456347,Maintenance,416.0,346,5.0,341
2024-09-22,M3,C,Mumbai,432,38.0,1.4060053547645124,Maintenance,394.0,215,10.0,205
2024-05-28,M2,B,Chennai,423,75.0,0.9459585464236647,Maintenance,348.0,304,33.0,271
2024-06-12,M2,A,Pune,464,71.3,0.8964998749731492,Breakdown,392.7,398,54.0,344
2024-05-19,M1,B,Mumbai,436,114.0,0.9626509902243798,Setup,322.0,293,8.0,285
2024-12-12,M4,C,Chennai,452,45.0,0.973548211734339,Power Failure,407.0,334,5.0,329
2024-09-14,M2,C,Mumbai,424,61.0,0.9684908408745029,Maintenance,363.0,275,31.0,244
2024-09-25,M2,B,Mumbai,447,46.0,0.8230625044364016,Breakdown,401.0,440,40.0,400
2024-06-29,M4,A,Mumbai,443,31.0,0.940254596934999,Power Failure,412.0,383,8.0,375
2024-06-08,M3,B,Mumbai,436,78.0,1.5387693672439182,Maintenance,358.0,192,5.0,187
2024-12-16,M4,A,Mumbai,469,65.55,0.8977611815469884,Breakdown,403.45,407,10.0,397
2024-10-14,M3,A,Mumbai,458,40.0,1.2954496974985588,Setup,418.0,304,13.0,291
2024-10-14,M2,B,Mumbai,467,30.0,0.9949473894515015,Maintenance,437.0,369,46.0,323
2024-08-13,M2,B,Chennai,459,65.55,0.925610906230085,Breakdown,415.3,370,32.0,338
2024-01-11,M2,A,Chennai,463,50.0,0.9244643091933362,Maintenance,413.0,409,32.0,377
2024-01-10,M1,A,Mumbai,465,113.85,0.9444556198072699,Breakdown,351.15,349,10.0,339
2024-09-27,M1,A,Chennai,470,92.0,0.8610279548241008,Setup,378.0,404,10.0,394
2024-09-29,M1,A,Mumbai,430,109.0,0.9960185427718551,Setup,321.0,281,6.0,275
2024-07-01,M4,C,Chennai,431,,0.8162788176015788,Breakdown,408.0,413,5.0,408
2024-06-01,M2,B,Pune,432,,0.9004475947376457,Power Failure,392.0,384,31.0,353
2024-11-10,M2,A,Mumbai,427,67.0,0.9653957654968062,Setup,360.0,350,32.0,318
2024-11-29,M4,B,Pune,420,32.0,0.9822265621580913,Maintenance,388.0,339,6.0,333
2024-05-03,M1,A,Mumbai,428,132.0,0.9902274092883573,Setup,296.0,262,9.0,253
2024-04-23,M4,B,Mumbai,447,36.0,0.9339991747058557,Maintenance,411.0,386,4.0,382
2024-10-04,M1,B,Pune,421,119.0,0.8753899822332779,Setup,302.0,298,8.0,290
2024-07-31,M2,A,Pune,433,51.0,0.9183502013328309,Setup,382.0,346,36.0,310
2024-06-20,M3,A,Pune,432,51.0,1.2242390785849973,Maintenance,381.0,267,12.0,255
2024-10-14,M1,B,Mumbai,467,82.0,0.8564005138852404,Setup,385.0,367,12.0,355
2024-06-22,M2,B,Pune,421,45.0,0.9738565846047778,Maintenance,376.0,334,28.0,306
2024-04-22,M2,B,Pune,423,78.0,0.9817513633866577,Maintenance,345.0,302,39.0,263
2024-05-01,M3,C,Chennai,431,69.0,1.2274373961631582,Setup,362.0,232,7.0,225
2024-02-01,M2,A,Chennai,467,50.0,0.9975398385522165,Setup,417.0,385,39.0,346
2024-08-09,M2,C,Pune,429,62.0,0.8922985922983185,Maintenance,367.0,342,50.0,292
2024-04-28,M1,C,Pune,422,110.39999999999999,0.9511095451682721,Breakdown,311.6,274,9.0,265
2024-02-08,M1,A,Pune,423,95.0,0.8149103769740464,Setup,328.0,339,10.0,329
2024-09-24,M3,A,Pune,425,70.0,1.553569016784505,Power Failure,355.0,204,7.0,197
2024-08-20,M3,C,Chennai,442,70.0,1.3130173740384046,Setup,372.0,229,6.0,223
2024-01-18,M2,A,Mumbai,424,54.05,0.9737178283122003,Breakdown,369.95,320,44.0,276
2024-05-28,M1,B,Pune,469,118.44999999999999,0.9361774520000861,Breakdown,350.55,303,10.0,293
2024-05-28,M3,B,Pune,422,48.0,1.5502191489861723,Setup,374.0,197,9.0,188
2024-05-05,M3,C,Chennai,429,76.0,1.5898743433953568,Setup,353.0,186,3.0,183
2024-10-28,M4,C,Pune,462,30.0,0.9936821577382302,Power Failure,432.0,351,5.0,346
2024-12-25,M3,A,Pune,438,51.0,1.4642915880596696,Setup,387.0,231,6.0,225
2024-08-25,M2,A,Chennai,433,36.8,0.9482502341432973,Breakdown,396.2,371,33.0,338
2024-05-14,M1,C,Pune,440,128.0,0.9009753602871199,Power Failure,312.0,273,8.0,265
2024-05-30,M3,C,Pune,479,73.0,1.5425929799512612,Setup,406.0,217,,212
2024-08-23,M4,B,Chennai,462,52.0,0.9780659050684738,Power Failure,410.0,345,3.0,342
2024-08-11,M1,B,Mumbai,447,114.0,0.8293051639562737,Power Failure,333.0,347,8.0,339
2024-07-21,M3,A,Pune,440,73.6,1.2187040055244664,Breakdown,366.4,248,8.0,240
2024-09-12,M4,B,Pune,455,25.299999999999997,0.88125612184579,Breakdown,429.7,414,5.0,409
2024-03-26,M3,A,Mumbai,443,66.0,1.4600689254290042,Maintenance,377.0,249,9.0,240
2024-05-29,M1,A,Chennai,473,150.64999999999998,0.9934414603211381,Breakdown,322.35,303,6.0,297
2024-08-22,M1,A,Mumbai,457,112.0,0.8162389181640649,Maintenance,345.0,375,14.0,361
2024-12-10,M1,B,Pune,436,98.89999999999999,0.9152333348253734,Breakdown,337.1,294,8.0,286
2024-01-22,M2,C,Mumbai,441,66.69999999999999,0.9667046884361995,Breakdown,374.3,295,29.0,266
2024-12-13,M3,C,Chennai,438,42.0,1.3732072473277281,Maintenance,396.0,225,5.0,220
2024-10-11,M2,B,Pune,464,57.0,0.9287988945708396,Maintenance,407.0,369,31.0,338
2024-09-25,M1,C,Chennai,473,109.0,0.9387200445693488,Maintenance,364.0,310,10.0,300
2024-09-14,M4,A,Chennai,429,57.0,0.9888257198030759,Power Failure,372.0,339,7.0,332
2024-01-29,M3,C,Mumbai,430,71.0,1.4126970926458566,Maintenance,359.0,212,7.0,205
2024-07-31,M2,B,Mumbai,457,38.0,0.8668961216248113,Power Failure,419.0,394,40.0,354
2024-10-09,M3,C,Chennai,421,69.0,1.4350836119807457,Power Failure,352.0,203,5.0,198
2024-02-19,M4,A,Chennai,452,39.0,0.8855451030708639,Maintenance,413.0,429,9.0,420
2024-04-04,M2,A,Pune,462,62.0,0.890625081380721,Maintenance,400.0,403,38.0,365
2024-03-28,M1,B,Chennai,450,80.0,0.9595413146974754,Maintenance,370.0,340,7.0,333
2024-02-13,M2,B,Chennai,467,40.25,0.8350780669947225,Breakdown,426.75,455,58.0,397
2024-10-04,M3,B,Mumbai,454,51.74999999999999,1.2871973924337479,Breakdown,402.25,263,11.0,252
2024-06-19,M3,A,Chennai,456,52.0,1.556156853986733,Maintenance,404.0,246,11.0,235
2024-07-07,M3,C,Chennai,466,76.0,1.5085483115488896,Setup,390.0,207,7.0,200
2024-12-18,M3,C,Mumbai,466,72.0,1.2361494151889936,Maintenance,394.0,258,5.0,253
2024-07-02,M1,B,Pune,455,134.0,0.9940953292883565,Setup,321.0,268,8.0,260
2024-01-03,M2,C,Mumbai,442,70.14999999999999,0.8555234563545964,Breakdown,371.85,365,45.0,320
2024-07-09,M1,C,Mumbai,455,150.64999999999998,0.9928041445914456,Breakdown,304.35,234,4.0,230
2024-04-27,M1,B,Chennai,459,132.0,0.9327155246817427,Setup,327.0,294,7.0,287
2024-01-19,M1,B,Chennai,458,120.74999999999999,0.9296221175581945,Breakdown,337.25,314,9.0,305
2024-01-23,M3,A,Pune,445,49.0,1.5840701754873334,Maintenance,396.0,227,9.0,218
2024-01-30,M3,A,Chennai,444,78.0,1.526361834552583,Setup,392.0,234,6.0,228
2024-10-21,M3,A,Pune,436,39.0,1.3722670758131361,Setup,397.0,263,10.0,253
2024-04-17,M2,A,Pune,434,38.0,0.8122975001936439,Power Failure,396.0,426,48.0,378
2024-10-07,M4,C,Pune,456,65.55,0.9429693550420342,Breakdown,390.45,348,8.0,340
2024-05-07,M3,C,Pune,464,55.0,1.5763741904501258,Setup,409.0,207,8.0,199
2024-08-16,M2,A,Chennai,423,36.0,0.9809182031706337,Setup,387.0,371,47.0,324
2024-04-20,M3,A,Mumbai,441,67.0,1.4621076699190552,Setup,374.0,219,6.0,213
2024-05-15,M3,B,Mumbai,436,70.725,1.3697750416003573,Breakdown,388.85,245,10.0,235
2024-12-27,M1,C,Chennai,441,123.0,0.9412247895831647,Setup,318.0,281,7.0,274
2024-07-04,M1,C,Chennai,436,93.0,0.8650655653528283,Setup,343.0,314,8.0,306
2024-05-23,M1,A,Pune,433,102.0,0.8505792546980743,Maintenance,331.0,365,13.0,352
2024-03-12,M2,C,Chennai,433,45.0,0.8721699852558719,Maintenance,388.0,334,,293
2024-05-08,M4,B,Mumbai,436,28.0,0.8430570450154383,Power Failure,408.0,406,12.0,394
2024-12-29,M4,B,Chennai,427,37.0,0.8609626269228872,Setup,390.0,383,7.0,376
2024-09-17,M2,C,Chennai,453,44.849999999999994,0.8641019910319228,Breakdown,408.15,382,35.0,347
2024-01-03,M3,A,Pune,445,61.0,1.3918747018481945,Power Failure,384.0,249,11.0,238
2024-04-13,M2,C,Pune,464,59.0,0.9514266383436745,Power Failure,405.0,329,31.0,298
2024-08-11,M3,B,Pune,449,57.0,1.5089288180905465,Power Failure,392.0,221,7.0,214
2024-11-15,M2,A,Pune,441,38.0,0.9250242967505193,Setup,403.0,373,50.0,323
2024-12-27,M2,C,Mumbai,435,62.0,0.9498585823328874,Power Failure,373.0,313,26.0,287
2024-12-19,M2,A,Chennai,449,89.69999999999999,0.8381122480571473,Breakdown,359.3,373,32.0,341
2024-01-10,M4,A,Chennai,435,39.0,0.9186862814101109,Maintenance,396.0,378,10.0,368
2024-10-28,M1,B,Pune,457,111.0,0.988228989440776,Maintenance,346.0,299,9.0,290
2024-08-18,M2,A,Mumbai,473,74.0,0.9063690166718359,Setup,399.0,401,48.0,353
2024-08-06,M4,C,Mumbai,443,26.45,0.9400951802643082,Breakdown,416.55,344,9.0,335
2024-03-06,M1,A,Chennai,455,140.29999999999998,0.9269893659205929,Breakdown,314.70000000000005,289,8.0,281
2024-04-21,M1,A,Pune,454,98.89999999999999,0.891184654740075,Breakdown,355.1,356,13.0,343
2024-01-13,M2,C,Chennai,425,78.0,0.9637750340877883,Setup,347.0,302,38.0,264
2024-03-26,M3,B,Chennai,423,66.69999999999999,1.5189198632727976,Breakdown,356.3,191,6.0,185
2024-08-21,M3,B,Mumbai,437,48.0,1.5973665429103239,Maintenance,389.0,198,6.0,192
2024-03-30,M3,C,Mumbai,425,62.099999999999994,1.4005762988566213,Breakdown,362.9,211,9.0,202
2024-11-09,M2,C,Chennai,445,63.24999999999999,0.9745775699920631,Breakdown,381.75,310,36.0,274
2024-02-23,M3,B,Pune,456,49.0,1.312354774643865,Setup,407.0,246,8.0,238
2024-01-12,M4,A,Pune,446,57.0,0.9453881887877312,Power Failure,389.0,346,3.0,343
2024-07-27,M4,C,Chennai,460,56.0,0.984762253991571,Power Failure,404.0,315,8.0,307
2024-01-14,M4,A,Chennai,430,25.0,0.8054167309656416,Setup,405.0,411,4.0,407
2024-04-30,M4,C,Pune,457,32.0,0.8470900291253887,Setup,425.0,409,12.0,397
2024-01-20,M1,B,Pune,435,98.0,0.8749819676017996,Setup,337.0,318,9.0,309
2024-03-15,M4,A,Pune,438,22.0,0.8670923828282312,Setup,416.0,424,10.0,414
2024-08-30,M3,A,Chennai,462,41.4,1.5742220476796736,Breakdown,420.6,236,,227
2024-08-10,M2,C,Mumbai,472,51.74999999999999,0.9537623312476434,Breakdown,420.25,357,30.0,327
2024-03-10,M3,A,Pune,434,68.0,1.3097400655421478,Power Failure,366.0,267,8.0,259
2024-11-07,M4,C,Pune,445,54.0,0.8818773673632898,Setup,391.0,355,5.0,350
2024-07-29,M1,B,Pune,475,109.0,0.9367540024176284,Setup,366.0,325,11.0,314
2024-04-10,M4,A,Chennai,460,65.55,0.8979571956122533,Breakdown,394.45,405,5.0,400
2024-07-04,M2,C,Mumbai,475,76.0,0.9516351044768029,Setup,399.0,310,39.0,271
2024-05-11,M3,A,Mumbai,450,53.0,1.5274201004777765,Maintenance,397.0,217,9.0,208
2024-04-20,M2,C,Pune,438,66.69999999999999,0.844077900916091,Breakdown,371.3,335,37.0,298
2024-05-11,M2,C,Chennai,476,62.0,0.8555994868039876,Maintenance,414.0,361,48.0,313
2024-01-20,M2,C,Mumbai,470,89.69999999999999,0.8612878381846556,Breakdown,380.3,342,36.0,306
2024-01-24,M3,B,Chennai,443,48.3,1.599410045195837,Breakdown,394.7,207,7.0,200
2024-08-14,M4,A,Mumbai,477,63.24999999999999,0.8515619285459624,Breakdown,413.75,415,8.0,407
2024-06-02,M2,B,Pune,428,79.0,0.9548720772363176,Power Failure,349.0,325,26.0,299
2024-10-19,M3,C,Chennai,442,30.0,1.3588931358910639,Power Failure,412.0,255,11.0,244
2024-08-17,M1,C,Pune,423,108.1,0.8305810888100458,Breakdown,314.9,315,10.0,305
2024-11-05,M3,B,Mumbai,429,65.55,1.4768459986345235,Breakdown,363.45,197,6.0,191
2024-12-24,M1,B,Mumbai,428,156.39999999999998,0.8480896250816159,Breakdown,271.6,286,,280
2024-07-20,M3,A,Pune,438,101.77499999999999,1.2226191684741232,Breakdown,370.15,277,10.0,267
2024-02-07,M4,C,Mumbai,434,24.0,0.8654587287141775,Setup,410.0,394,9.0,385
2024-09-16,M2,B,Pune,470,68.0,0.8076582772394041,Setup,402.0,417,38.0,379
2024-07-06,M4,C,Pune,453,59.0,0.9970992542784172,Setup,394.0,330,9.0,321
2024-02-26,M3,C,Pune,461,61.0,1.2244968426205973,Power Failure,400.0,245,11.0,234
2024-01-20,M2,A,Mumbai,438,77.0,,Maintenance,361.0,372,54.0,318
2024-09-29,M1,A,Chennai,468,159.85,0.8909772898145663,Breakdown,308.15,294,9.0,285
2024-04-28,M3,A,Pune,471,,1.4087251514990082,Setup,429.0,293,10.0,283
2024-03-11,M2,B,Chennai,475,76.0,0.8040010328852337,Setup,399.0,384,56.0,328
2024-01-04,M1,C,Mumbai,440,110.0,0.9016554007886352,Setup,330.0,275,10.0,265
2024-08-08,M1,B,Mumbai,453,117.3,0.8119347720674215,Breakdown,335.7,373,10.0,363
2024-01-14,M4,B,Chennai,470,52.9,0.851031067750876,Breakdown,417.1,393,6.0,387
2024-01-03,M3,A,Pune,436,48.0,1.2317209899013546,Maintenance,388.0,288,7.0,281
2024-08-03,M1,C,Mumbai,437,110.0,0.8733023511117811,Power Failure,327.0,306,7.0,299
2024-08-16,M2,C,Pune,436,45.0,0.9968618381725072,Maintenance,391.0,286,33.0,253
2024-12-01,M1,A,Pune,421,159.85,0.8152098740383056,Breakdown,261.15,267,,259
2024-07-04,M1,C,Chennai,470,111.0,0.9533047553208862,Maintenance,359.0,305,7.0,298
2024-02-24,M4,A,Mumbai,420,57.0,0.8343019645960486,Setup,363.0,408,6.0,402
2024-09-10,M4,B,Chennai,462,21.0,0.9474747267079172,Maintenance,441.0,411,10.0,401
2024-01-24,M2,B,Mumbai,476,68.0,0.9127883539288975,Setup,408.0,364,39.0,325
2024-06-10,M4,A,Chennai,429,38.0,0.9531493520068619,Maintenance,391.0,365,5.0,360
2024-06-06,M1,B,Mumbai,456,93.0,0.9349526082782837,Setup,363.0,318,11.0,307
2024-03-22,M1,B,Mumbai,467,115.0,0.876913149886325,Maintenance,352.0,351,9.0,342
2024-06-07,M4,A,Mumbai,475,24.0,0.8509601648954127,Power Failure,451.0,468,8.0,460
2024-07-06,M1,B,Pune,424,129.0,0.8909007201965204,Maintenance,295.0,270,6.0,264
2024-02-29,M1,C,Pune,475,143.75,0.9368682525649425,Breakdown,331.25,295,9.0,286
2024-10-31,M2,B,Chennai,474,34.5,0.9548287239483128,Breakdown,439.5,383,33.0,350
2024-11-14,M4,A,Chennai,431,35.0,0.8819113282791303,Setup,396.0,382,9.0,373
2024-12-31,M1,C,Mumbai,455,120.74999999999999,0.9859863197963291,Breakdown,334.25,286,7.0,279
2024-07-29,M4,C,Mumbai,450,49.0,0.8151465674918952,Setup,401.0,403,9.0,394
2024-05-31,M2,B,Pune,474,40.0,0.8723355770065053,Power Failure,434.0,410,49.0,361
2024-04-18,M4,C,Pune,457,39.099999999999994,,Breakdown,417.9,380,8.0,372
2024-03-16,M1,A,Pune,470,104.64999999999999,0.8233976471364777,Breakdown,365.35,400,9.0,391
2024-01-30,M4,C,Chennai,428,35.0,0.9097630660326426,Setup,393.0,362,10.0,352
2024-11-09,M1,B,Pune,463,103.0,0.8077380509000477,Power Failure,360.0,402,14.0,388
2024-04-26,M1,B,Chennai,445,128.0,0.8490238114344687,Power Failure,317.0,326,8.0,318
2024-12-21,M1,C,Pune,434,133.0,0.90248122869203,Maintenance,301.0,273,5.0,268
2024-07-10,M2,A,Pune,435,58.0,0.9156324401198928,Setup,377.0,369,43.0,326
2024-01-19,M4,A,Mumbai,432,48.0,0.859157308498704,Setup,384.0,404,4.0,400
2024-06-21,M2,B,Chennai,444,47.0,0.8692548532954817,Power Failure,397.0,372,31.0,341
2024-08-15,M4,B,Pune,449,42.0,0.8274737309149806,Setup,407.0,410,7.0,403
2024-12-15,M2,A,Mumbai,472,82.8,0.8925689515315954,Breakdown,389.2,408,38.0,370
2024-07-01,M3,C,Chennai,475,48.3,1.4312368483172901,Breakdown,426.7,234,9.0,225
2024-04-22,M1,C,Chennai,426,136.85,0.8338976549840114,Breakdown,289.15,266,5.0,261
2024-07-01,M1,C,Pune,476,89.0,0.9994916657679197,Setup,387.0,328,12.0,316
2024-05-25,M2,C,Chennai,474,67.0,0.9328144735367712,Maintenance,407.0,318,39.0,279
2024-11-14,M3,A,Mumbai,471,67.0,1.3677032393702455,Maintenance,404.0,272,12.0,260
2024-04-25,M1,B,Mumbai,423,88.0,0.8508669427012057,Power Failure,335.0,339,12.0,327
2024-04-22,M4,B,Chennai,462,,0.9897118000931521,Setup,408.0,339,4.0,335
2024-09-07,M2,C,Mumbai,459,68.0,0.9595407860599537,Power Failure,391.0,324,48.0,276
2024-09-07,M1,A,Chennai,457,89.0,0.9502107582427067,Setup,368.0,326,12.0,314
2024-10-29,M1,A,Mumbai,476,139.0,0.866642544618321,Maintenance,337.0,343,10.0,333
2024-11-08,M2,C,Chennai,449,46.0,0.983565410751439,Breakdown,403.0,315,44.0,271
2024-04-27,M2,C,Chennai,429,38.0,0.9891582543883408,Setup,391.0,316,37.0,279
2024-10-27,M4,C,Chennai,449,41.0,0.802210879739402,Maintenance,408.0,421,8.0,413
2024-06-09,M4,B,Mumbai,458,40.0,0.9923583007622436,Maintenance,418.0,353,,344
2024-07-16,M1,C,Chennai,426,93.0,0.9835451618182471,Maintenance,333.0,285,7.0,278
2024-09-16,M1,B,Chennai,455,97.74999999999999,0.9551658703429472,Breakdown,357.25,330,8.0,322
2024-05-27,M2,A,Pune,454,58.0,0.8893876074730177,Maintenance,396.0,384,51.0,333
2024-08-27,M1,A,Pune,443,130.0,0.8488319312461244,Power Failure,313.0,326,12.0,314
2024-02-16,M1,B,Chennai,458,83.0,0.8529704800364961,Maintenance,375.0,348,7.0,341
2024-07-16,M2,B,Pune,455,35.0,0.8846033904877626,Maintenance,420.0,427,54.0,373
2024-02-16,M1,B,Chennai,464,160.5,0.9908992056909559,Setup,357.0,317,10.0,307
2024-03-18,M1,B,Pune,439,80.0,0.8405942854048792,Setup,359.0,349,8.0,341
2024-05-03,M3,C,Mumbai,468,78.0,1.3656247760853366,Setup,390.0,225,6.0,219
2024-03-15,M4,A,Mumbai,451,26.0,0.8382249949952859,Maintenance,425.0,478,,467
2024-12-24,M2,C,Chennai,478,50.0,0.801812619637329,Maintenance,428.0,437,59.0,378
2024-05-16,M3,B,Chennai,458,59.0,1.2367141723927493,Power Failure,399.0,271,11.0,260
2024-03-30,M4,C,Mumbai,468,40.25,0.9034828377633797,Breakdown,427.75,373,8.0,365
2024-11-20,M4,C,Mumbai,445,58.0,0.9082347660276211,Maintenance,387.0,327,6.0,321
2024-03-01,M4,A,Pune,445,25.299999999999997,0.8610387668879905,Breakdown,419.7,459,11.0,448
2024-05-17,M3,C,Chennai,455,33.0,1.2654104834432482,Maintenance,422.0,276,6.0,270
2024-02-19,M3,A,Mumbai,462,75.89999999999999,1.3859820094470923,Breakdown,386.1,254,10.0,244
2024-09-15,M4,B,Mumbai,454,40.0,0.9195286693326767,Setup,414.0,360,3.0,357
2024-04-16,M1,C,Chennai,462,90.0,,Maintenance,372.0,318,7.0,311
2024-04-22,M1,B,Pune,454,84.0,0.9578978353647281,Power Failure,370.0,341,8.0,333
2024-12-15,M3,A,Pune,431,62.099999999999994,1.4142521141219297,Breakdown,368.9,219,10.0,209
2024-09-10,M3,B,Pune,452,54.0,1.5388284550764548,Setup,398.0,202,5.0,197
2024-04-27,M3,B,Pune,455,56.0,1.2275638782412728,Power Failure,399.0,273,10.0,263
2024-07-16,M4,A,Mumbai,433,34.0,0.8767906905766845,Setup,399.0,387,8.0,379
2024-12-02,M1,B,Chennai,452,101.0,0.9647206466430785,Maintenance,351.0,295,6.0,289
2024-12-30,M3,B,Chennai,465,70.0,1.2762361204483303,Power Failure,395.0,248,9.0,239
2024-02-20,M3,B,Mumbai,464,43.699999999999996,1.5887368365907162,Breakdown,420.3,236,10.0,226
2024-09-01,M2,C,Mumbai,464,54.05,0.8193465900705121,Breakdown,409.95,424,57.0,367
2024-02-04,M4,B,Mumbai,443,34.0,0.8518951299143638,Power Failure,409.0,394,10.0,384
2024-10-28,M2,A,Chennai,434,88.55,0.813672499974582,Breakdown,345.45,396,47.0,349
2024-03-09,M1,C,Chennai,450,116.0,0.8207057059260329,Setup,334.0,333,7.0,326
2024-12-14,M2,C,Chennai,436,47.0,0.9612814908584486,Power Failure,389.0,309,28.0,281
2024-11-15,M2,A,Pune,431,44.849999999999994,0.9303304322301432,Breakdown,386.15,387,37.0,350
2024-02-18,M2,B,Mumbai,441,53.0,0.8180482635334835,Setup,388.0,412,41.0,371
2024-03-14,M4,C,Mumbai,442,24.15,0.8337914082202638,Breakdown,417.85,414,6.0,408
2024-07-10,M1,C,Mumbai,445,88.0,0.8074217023076594,Setup,357.0,346,11.0,335
2024-09-17,M2,C,Chennai,433,57.0,0.9527297267825108,Maintenance,376.0,313,37.0,276
2024-12-21,M4,B,Mumbai,431,54.0,0.8255137094430863,Setup,377.0,381,7.0,374
2024-03-10,M1,C,Mumbai,469,105.8,0.9243749121964001,Breakdown,363.2,311,10.0,301
2024-03-30,M3,A,Pune,423,63.0,1.4605719248784066,Setup,360.0,227,5.0,222
2024-09-16,M2,B,Chennai,478,34.5,0.8626561458778124,Breakdown,443.5,472,53.0,419
2024-05-05,M1,A,Mumbai,465,95.0,0.9386724873402252,Power Failure,370.0,350,11.0,339
2024-08-18,M2,A,Chennai,470,32.0,0.8304857982217118,Power Failure,438.0,436,61.0,375
